Date,Price,Open,High,Low,Change %,Score 1,Score 2,Score 3,Score 4,Score 5,Average Score
2015-12-10,"2,052.23","2,047.93","2,067.65","2,045.67",0.23%,0.1108964254843137,0.2521482686734123,0.288961204047389,0.2608938831545228,0.5032796054304164,0.28323587735801087
2015-12-09,"2,047.62","2,061.17","2,080.33","2,036.53",-0.77%,0.1855392281486754,0.5032796054304164,0.1520313215030253,0.2275385162963339,0.054100777952916,0.22449788986627336
2015-12-08,"2,063.59","2,073.39","2,073.85","2,052.32",-0.65%,0.5032796054304164,0.2608938831545228,0.2793511974373315,0.2436568871714038,0.7272080134235013,0.40287791732343514
2015-12-07,"2,077.07","2,090.42","2,090.42","2,066.78",-0.70%,0.5032796054304164,0.3414857375298723,0.2053694005186352,0.4510601515228555,0.0288808664259926,0.30601515228555437
2015-12-04,"2,091.69","2,051.24","2,093.84","2,051.24",2.05%,0.3414857375298723,0.1678446128031728,0.5032796054304164,0.6761580312198098,0.1143031474042812,0.36061422687751055
2015-12-03,"2,049.62","2,080.71","2,085.00","2,042.35",-1.44%,0.7076320740326435,0.0875578380027456,0.8210199827121574,0.1254893984847714,0.5032796054304164,0.44899577973254684
2015-12-02,"2,079.51","2,101.71","2,104.27","2,077.11",-1.10%,0.4510601515228555,0.7175980068134438,0.3196217013270961,0.8146641582346061,0.5032796054304164,0.5612447246656835
2015-12-01,"2,102.63","2,082.93","2,103.37","2,082.93",1.07%,0.3442314537041744,0.5032796054304164,0.330401179641023,0.5032796054304164,0.4254334672293689,0.4213250622870798
2015-11-30,"2,080.41","2,090.95","2,093.81","2,080.41",-0.46%,0.697411908272741,0.7175980068134438,0.7388010372705547,0.2608938831545228,0.7076320740326435,0.624467381908781
2015-11-27,"2,090.11","2,088.82","2,093.29","2,084.13",0.06%,0.8640870493720445,0.5032796054304164,0.5064320943712818,0.3527736818020033,0.6421925052117761,0.5737529872375043
2015-11-25,"2,088.87","2,089.30","2,093.00","2,086.30",-0.01%,0.5032796054304164,0.0983373163166725,0.2436568871714038,0.3761631158793918,0.1794376366502262,0.2801749122896221
